track_key,track_name,album_name
88bdc5aa930bcfb01d44b61d63f555ae,feel the same,feel the same
e0420f19779cd0fe2b8a3db3f2cdbeae,A Bar About a Bar,A Bar About a Bar
9bb0db5026a178f07d92452777fc5b4b,Party Trick,Party Trick
fca00e55b12ad4b7d7aa672baba4f134,SCAR (Prod. BOYCOLD),SCAR (Prod. BOYCOLD)
b1fdee5bbb46d44645711b6ceae3ba5d,Damn! (Feat. Black Nut),DOUBLEONOEL
87af45589bc993455957348d2f3391fa,Too Much (feat. Lucky Daye),Too Much (feat. Lucky Daye)
9512dba83b43df857bcf5500825500ae,"Sucker For Pain (with Logic, Ty Dolla $ign & X Ambassadors)",Suicide Squad: The Album
283a6ef1e61743767783fa4f36cd5d39,BERMUDA TRIANGLE,BERMUDA TRIANGLE
128a58c070e3b4d995a3e6b6939b6940,Lady Brown,Metaphorical Music
093a73e9c086a20a7370102da0fe0369,Falling from the Sky,FALLING FROM THE SKY
de75a20bd83f2a5719e0ddac4747a768,Car Crash,Car Crash
3daf9535cb258227dab831a68bf41b02,Numb Little Bug,Numb Little Bug
93d0768e1b2fff93ef88cc7999021abb,The Truth Untold (Feat. Steve Aoki),Love Yourself 轉 'Tear'
38f8153b6aba2a1af7242a09b7a59582,Whiskey and Morphine,Head High
0665b102f44d57ecc15351afb6e8d7ee,Pick Your Poison,Before You Go
7a04d25dea0970f6209e967607427a42,Stacy,Stacy
3547014a2eb8f1e5587bfee194a12733,Fluorescent Adolescent,Favourite Worst Nightmare (Standard Version)
